,Ticker,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,sharesOutstanding,bookValue,sharesShort,sharesPercentSharesOut,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,dateShortInterest,pegRatio,forwardPE,maxAge,shortPercentOfFloat,sharesShortPriorMonth,eps,Market Cap,PE,NI,EBIT
74,BSX,6.718,0.18084,25.202,0.20279717,1.79,1390649984,6.64,10737313,0.0077,1546214400,0.93399,1796999936,1.28,0.032832503,6.2424703,0.00245,1609372800,1553990400,1.05,2019/4/15,1386271951,0.658377,66761134080,2,2003/11/6,1月2日,0.423,1557878400,1.93,23.156425,1,0.0087,8977057,1.28000002,57642442752,32.382812,1671000000,1724000000
75,BWA,0.974,0.083950005,5.987,-0.20902944,4.6,207266000,20.621,5513898,0.026600001,1546214400,0.94325995,865699968,4.143,0.032832503,1.9557734,0.00605,1609372800,1553990400,3.65,2019/4/15,205631121,1.653116,10043986944,2,2013/12/17,1月2日,-0.289,1557878400,1.95,8.767392,1,0.03,4348644,4.142999963,8359037952,9.734492,930700000,1297200000
76,BXP,12.483,0.18221001,21.465,0.113236904,3.63,154520000,36.479,2589188,0.0168,1546214400,0.99794996,494558016,3.19,0.032832503,3.6906166,0.00149,1609372800,1553990400,4.24,2019/4/15,154254093,1.058417,34591338496,2,-,,-0.436,1557878400,6.13,37.088154,1,0.0219,2348220,3.189999982,23070869504,42.203762,582847000,925311000
77,C,-0.273,0.27873,,-0.035530746,8.61,2312470016,77.092,16712223,0.0072,1546214400,0.80008006,16766999552,6.871,0.032832503,0.8706481,0.00174,1609372800,1553990400,1.17,2019/4/15,2308305279,1.864028,-17784995840,2,2011/5/9,10月1日,0.019,1557878400,0.5,7.795587,1,0.0072,18098839,6.870999744,1.55E+11,9.768593,18045000000,0
78,CAG,2.848,0.06989,13.95,-0.21322358,2.16,485915008,15.173,23382501,0.0481,1527379200,0.90706,623600000,1.47,0.032832503,1.934357,0.00851,1590537600,1550966400,5.49,2019/4/15,484301439,1.41625,25321551872,2,2016/11/10,1000/1285,-0.333,1557878400,2.44,13.587962,1,0.0684,26213801,1.470000029,14261605376,19.965986,808400000,1243000000
79,CAH,0.13,2.00E-05,6.744,-0.18509573,5.27,298060000,20.906,16345674,0.0548,1530316800,0.92361,3000000,0.01,0.032832503,2.1046588,0.00315,1593475200,1553990400,4.85,2019/4/15,297082195,1.642584,18713923584,2,2001/4/23,2月3日,0.161,1557878400,2.01,8.349146,1,0.0546,19405500,0.01,13114640384,4400,256000000,1985000000
80,CAT,1.832,0.115,9.106,-0.20371085,13.03,571875968,27.002,12773933,0.0223,1546214400,0.68579,6362999808,10.75,0.032832503,4.656692,0.00165,1609372800,1553990400,2.71,2019/4/15,570873310,1.466326,1.01E+11,2,2005/7/14,1月2日,0.13,1557878400,0.54,9.650039,1,0.0224,5874557,10.75000017,71907680256,11.696744,6147000000,8336000000
81,CB,2.476,0.1197,15.603,0.123609066,11.37,457871008,114.268,8322343,0.0182,1546214400,0.90549004,3920000000,8.437,0.032832503,1.3038647,0.00618,1609372800,1553990400,6.49,2019/4/15,454569483,0.637045,81091198976,2,2006/4/19,2月1日,-0.039,1557878400,1.28,13.103783,1,0.0183,8303769,8.437000258,68218204160,17.65912,3962000000,4843000000
82,CBOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.554999517,12396845056,24.379805,401700000,484400000
83,CBRE,0.945,0.04941,12.942,0.014833093,3.9,329095008,15.465,4815964,0.0143,1546214400,0.95912004,1077340032,3.142,0.032832503,3.226641,0.01015,1609372800,1553990400,3.44,2019/4/15,325573993,1.508145,20595845120,2,2006/6/2,1月3日,0.094,1557878400,1.56,12.794872,1,0.017,4029273,3.141999817,16421840896,15.881605,1063219000,1126307000
84,CBS,1.879,0.20322001,8.973,-0.068667114,6.52,351953984,11.628,8943950,0.0239,1546214400,0,3032000000,8.01,0.032832503,4.125387,0.07775,1609372800,1553990400,3.93,2019/4/15,333328270,0.903021,28041422848,2,2017/11/17,1月1日,2.098,1557878400,0.53,7.3573623,1,0.0255,9542515,8.01000006,17979299840,5.988764,1960000000,2901000000
85,CCI,14.2,0.1382,26.157,0.30862284,1.89,415740992,28.236,6804688,0.0164,1546214400,0.94523,654000000,1.568,0.032832503,4.77086,0.00382,1609372800,1553990400,3.94,2019/4/15,413990964,0.389348,78812528640,2,-,,0.842,1557878400,3.87,71.27514,1,0.0188,7249661,1.567999905,56004472832,85.911995,671000000,1485000000
86,CCL,2.435,0.16027,8.745,-0.14573109,5.05,527000000,35.081,12896110,0.018,1543536000,0.79246,3096999936,4.4,0.032832503,1.5159203,0.17334,1606694400,1551312000,3.38,2019/4/15,397276630,1.523656,47045931008,2,1998/6/15,1月2日,-0.141,1557878400,1.12,10.530693,1,0.041199997,10808061,4.399999868,36732489728,12.086364,3152000000,3383000000
87,CDNS,8.368,0.17905001,32.248,0.48180795,2.27,281030016,4.86,6640941,0.023599999,1546041600,0.9029,393447008,1.4,0.032832503,13.820987,0.0163,1609200000,1553904000,2.96,2019/4/15,276325558,1.235143,18388828160,2,1997/11/17,1月2日,0.654,1557878400,2.74,29.590307,1,0.0272,5206802,1.400000042,18876784640,47.97857,345777000,407298000
88,CE,2.381,0.16893,10.7,-0.13616943,11.81,126612000,24.066,3027089,0.0239,1546214400,1.05698,1184999936,8.854,0.032832503,4.263276,0.00611,1609372800,1553990400,2.55,2019/4/15,125855349,1.222961,16649055232,2,-,,-0.072,1557878400,0.86,8.687552,1,0.0269,2383180,8.854000636,12990391296,11.587982,1207000000,1270000000
89,CELG,5.114,0.30093,10.481,0.22609472,12.57,705260032,11.585,11812406,0.0167,1546214400,0.77619004,4744999936,6.566,0.032832503,8.225291,0.00216,1609372800,1553990400,2.09,2019/4/15,703298914,1.822746,80630128640,2,2014/6/26,1月2日,0.826,1557878400,0.49,7.580748,1,0.0168,13774728,6.565999944,67204227072,14.512641,4046000000,5489000000
90,CERN,4.274,0.116459996,19.143,0.19815516,3.16,325420992,15.781,15482121,0.0476,1546041600,0.82773,636276992,1.919,0.032832503,4.6068053,0.04419,1609200000,1553904000,5.79,2019/4/15,314323753,0.89684,23348598784,2,2013/7/1,1月2日,0.039,1557878400,2.12,23.006327,1,0.053200003,15544168,1.91900024,23658104832,37.88431,630059000,774785000
91,CF,3.649,0.07087,10.108,-0.024146736,2.74,221078000,13.339,5456091,0.0247,1546214400,0.18571,317000000,1.368,0.032832503,3.1441636,0.060089998,1609372800,1553990400,2.1,2019/4/15,219976700,0.846881,16323894272,2,2015/6/18,1月5日,0.429,1557878400,0.34,15.306569,1,0.028399998,6166303,1.368000122,9272010752,30.657892,290000000,723000000
92,CFG,4.547,0.29927,,-0.19091994,4.16,458356000,44.238,7512138,0.0164,1546214400,1.00711,1735000064,3.662,0.032832503,0.77896833,0.00368,1609372800,1553990400,1.69,2019/4/15,456755913,1.718628,26922919936,2,-,,0.131,1557878400,0.72,8.283654,1,0.0184,6461545,3.662000149,15794947072,9.410158,1721000000,0
93,CHD,5.048,0.14016,22.09,0.5963154,2.7,246219008,10.157,8096184,0.032899998,1546214400,0.8844,586499968,2.341,0.032832503,7.609531,0.00226,1609372800,1553990400,6.08,2019/4/15,245734031,0.076879,21122863104,2,2016/9/2,1月2日,0.113,1557878400,3.64,28.625925,1,0.0374,9186870,2.341000086,19030267904,33.015804,568600000,791700000
94,CHRW,0.732,0.04156,11.722,-0.1013757,5.22,136563008,12.072,12135426,0.0889,1546214400,0.89268,683996032,4.882,0.032832503,6.6434727,0.00493,1609372800,1553990400,6.9,2019/4/15,136001258,0.693984,12043538432,2,2005/10/17,1月2日,0.137,1557878400,2.41,15.363985,1,0.1019,9948436,4.882000466,10952352768,16.427692,664505000,912083000
95,CHTR,3.845,0.029760001,10.548,0.39207244,13.05,223408000,159.949,9435952,0.0422,1546214400,0.78486,1315000064,5.658,0.032832503,2.4721005,0.28013,1609372800,1553990400,11.08,2019/4/15,159962416,1.247426,1.70E+11,2,2016/5/18,1/0,0.506,1557878400,1.11,30.299616,1,0.074099995,8816851,5.657999872,99895992320,69.88512,1230000000,5648000000
96,CI,1.256,0.04112,13.513,-0.12975961,18.55,379457984,111.76,4300824,0.0113,1546214400,0.90226,3089999872,10.851,0.032832503,1.4007695,0.0167,1609372800,1553990400,1.28,2019/4/15,378452087,1.00592,94360199168,2,2007/6/5,1月3日,0.495,1557878400,0.74,8.439354,1,0.0113,5403768,10.8509998,59404148736,14.427242,2637000000,4852000000
97,CINF,2.654,0.15973,13.096,0.4552673,3.68,163230000,52.88,3109933,0.0191,1546214400,0.65362,1013000000,6.156,0.032832503,1.9398638,0.06589,1609372800,1553990400,4.42,2019/4/15,159251917,0.545865,16828909568,2,2005/4/4,1月1日,,1557878400,4.45,27.875,1,0.0232,2257486,6.155999928,16744133632,16.663418,287000000,304000000
98,CL,4.562,0.15078,16.899,0.16062737,3.03,858515008,-0.643,11143869,0.012999999,1546214400,0.78509,2326000128,2.68,0.032832503,,0.00374,1609372800,1553990400,3.38,2019/4/15,798607744,0.860085,70368215040,2,2013/5/16,1月2日,-0.117,1557878400,11.49,24.10231,1,0.0139,10522977,2.680000197,62697349120,27.249998,2400000000,3758000000
99,CLX,3.565,0.12679,17.334,0.22443724,6.58,127368000,6.107,9462611,0.0743,1530316800,0.79476,796000000,6.111,0.032832503,25.673817,0.00113,1593475200,1553990400,7.73,2019/4/15,127065952,0.529462,22378620928,2,1999/8/24,1月2日,0.033,1557878400,5.36,23.828266,1,0.0837,9339199,6.111000225,19970027520,25.657011,823000000,1129000000
100,CMA,4.522,0.37974,,-0.2594235,8.56,154160992,47.671,3612622,0.0234,1546214400,0.86706,1284999936,7.716,0.032832503,1.4717543,0.00983,1609372800,1553990400,1.99,2019/4/15,152813471,1.539334,15395841024,2,1998/4/2,2月3日,0.206,1557878400,2.32,8.196261,1,0.026099999,3600505,7.716000165,10815935488,9.092794,1235000000,0
101,CMCSA,3.051,0.12342,9.615,0.29625,3.34,4529350144,16.516,66028996,0.014500001,1546214400,0.84674,12165999616,2.639,0.032832503,2.5,0.00713,1609372800,1553990400,4.02,2019/4/15,4498530889,1.102553,3.01E+11,2,2017/2/21,1月2日,0.14,1557878400,1.24,12.362276,1,0.0147,66797296,2.638999841,1.87E+11,15.646079,11731000000,19007000000
102,CME,17.386,0.42473,26.507,0.1844927,7.35,357972000,73.267,6084468,0.017,1546214400,0.87941,1860300032,5.346,0.032832503,2.7731447,0.0164,1609372800,1553990400,3.48,2019/4/15,349090111,-0.017672,76152438784,2,2012/7/23,1月5日,-0.17,1557878400,6.01,27.643538,1,0.0172,5464976,5.346000814,72733360128,38.00598,1962200000,2672300000
103,CMG,4.301,0.04085,36.647,0.5212369,16.78,27713600,53.524,1618221,0.0584,1546214400,0.62727,205239008,7.317,0.032832503,13.461625,0.02517,1609372800,1553990400,2.58,2019/4/15,24053150,1.198328,21609564160,2,-,,0.483,1557878400,1.77,42.939213,1,0.0661,2198911,7.317000103,19968202752,98.47205,176553000,357107000
104,CMI,1.142,0.102419995,8.214,0.12029612,14.71,157480000,49.746,2372411,0.015099999,1546214400,0.84477997,2479000064,15.413,0.032832503,3.2782536,0.00275,1609372800,1553990400,1.99,2019/4/15,156682812,1.318123,27639539712,2,2008/1/3,1月2日,1.04,1557878400,4.27,11.086336,1,0.0162,2776110,15.41299949,25681838080,10.580679,2141000000,2469000000
105,CMS,4.1,0.090129994,13.925,0.35561812,2.68,283734016,17.124,5928363,0.0209,1546214400,0.94447,629000000,2.211,0.032832503,3.35786,0.00583,1609372800,1553990400,2.99,2019/4/15,281826889,0.194029,28615962624,2,-,,-0.116,1557878400,3.07,21.455223,1,0.024,6154611,2.210999998,16314705920,26.006332,657000000,1252000000
106,CNC,0.378,0.01773,8.023,-0.110874236,4.91,413320000,27.921,23404141,0.056599997,1546214400,0.92305,1082000000,2.605,0.032832503,1.9687691,0.024030002,1609372800,1553990400,1.98,2019/4/15,407868467,1.015882,23083085824,2,2019/2/7,1月2日,0.535,1557878400,0.87,11.19552,1,0.0639,19824050,2.604999932,22720200704,21.101728,900000000,2132000000
107,CNP,2.69,0.03393,13.432,0.14274383,1.8,502174016,12.896,17052654,0.034,1546214400,0.84096,308000000,0.66,0.032832503,2.2425559,0.00215,1609372800,1553990400,3.53,2019/4/15,500928470,0.501963,29496649728,2,2002/10/1,843/1000,0.024,1557878400,2.92,16.066668,1,0.0433,15971547,0.660000027,14522872832,43.81818,368000000,850000000
108,COF,3.63,0.27177998,,-0.0623312,12.09,469596992,104.603,4113697,0.0088,1546214400,0.90809995,5784999936,12.078,0.032832503,0.8645068,0.00756,1609372800,1553990400,2.07,2019/4/15,465919573,1.40038,81215782912,2,1999/6/2,1月3日,0.049,1557878400,1.32,7.4797354,1,0.0088,4515978,12.0779996,42465656832,7.487167,6015000000,0
109,COG,5.072,0.30421,8.702,0.08071363,1.88,423286016,5.482,25322652,0.0598,1546214400,1.0477201,702574976,1.604,0.032832503,4.410799,0.016900001,1609372800,1553990400,3.95,2019/4/15,415933834,0.558996,11714872320,2,2013/8/15,1月2日,1.241,1557878400,0.32,12.861702,1,0.0792,25082973,1.60399989,10235056128,15.074814,557043000,786991000
110,COO,6.845,0.16462,22.518,0.45042133,13.2,49487800,71.556,957721,0.0194,1540944000,1.03424,427000000,8.513,0.032832503,4.5084968,0.00706,1604102400,1556582400,3.38,2019/4/15,49144802,0.891185,17755082752,2,2002/11/25,1月2日,1.01,1557878400,2.39,24.440151,1,0.0251,902429,8.512999734,15965258752,37.89616,139900000,485500000
111,COP,1.967,0.19041,4.716,-0.16356927,4.66,1130179968,29.074,7760500,0.0069,1546214400,0.75121003,7201999872,6.176,0.032832503,2.038247,0.00094,1609372800,1553990400,1.01,2019/4/15,1129192682,0.721642,74397171712,2,2012/5/1,1000000/1311791,1.064,1557878400,141.3,12.716739,1,0.0069,11771947,6.176000163,66974461952,9.595207,6257000000,9680000000
112,COST,0.744,0.02409,18.032,0.25188267,8.51,439811008,32.937,4566136,0.0104,1535846400,0.73521006,3604999936,8.138,0.032832503,7.798221,0.00523,1599004800,1557619200,3.07,2019/4/15,433148369,1.000298,1.11E+11,2,-,,0.208,1557878400,2.85,30.182138,1,0.0104,4586780,8.137999432,1.13E+11,31.561811,3134000000,4480000000
113,COTY,2.029,-0.13202,13.735,-0.041134775,0.71,751398016,9.978,103858788,0.1382,1530316800,0.72772,-1166099968,-1.56,0.032832503,1.3539789,0.41397998,1593475200,1553990400,5.01,2019/4/15,237727326,1.110363,17921202176,2,-,,,1557878400,2.88,19.02817,1,0.3061,148933752,,10151387136,,-168800000,647000000
114,CPB,2.191,0.03108,11.29,0.2368648,2.53,301150016,4.08,20519864,0.0681,1532822400,0.53863,121000000,1.036,0.032832503,10.296569,0.4438,1595980800,1556409600,13.43,2019/4/15,155926385,0.720743,22060537856,2,1997/3/18,1月2日,,1557878400,-6.02,16.604742,1,0.1125,22666369,1.036000078,12651312128,40.55019,261000000,1551000000
115,CPRI,1.444,0.10366999,6.846,-0.48440093,4.96,150939008,16.093,6104758,0.0404,1553904000,0.92126,543000000,3.58,0.032832503,2.1444104,0.04612,1617062400,1553904000,2.68,2019/4/15,135342698,1.318739,7564631552,2,-,,-0.561,1557878400,1.22,6.9576607,1,0.0478,6937551,3.579999927,5208904704,9.639665,543000000,880000000
116,CPRT,8.933,0.28120002,23.347,0.29668236,2.45,229112992,7.075,6402801,0.027999999,1532995200,0.86926,547945024,2.268,0.032832503,10.578092,0.12906,1596153600,1556582400,5.86,2019/4/15,200297357,0.677439,17406840832,2,2017/4/11,1月2日,0.513,1557878400,1.35,30.546936,1,0.0317,7774195,2.267999885,17146815488,32.998238,417867000,654076000
117,CRM,8.958,0.08264,71.286,0.20368719,3.43,776000000,21.221,10617607,0.0137,1548892800,0.84793,1158000000,1.465,0.032832503,7.199943,0.04595,1612051200,1556582400,2.53,2019/4/15,740668720,1.088699,1.26E+11,2,2013/4/18,1月4日,0.14,1557878400,2.06,44.545185,1,0.0164,8809688,1.465000075,1.19E+11,104.29351,1110000000,562000000
118,CSCO,4.452,0.25756,14.766,0.28015566,3.38,4280730112,8.533,43437665,0.0101,1532736000,0.77329004,13217999872,2.882,0.032832503,6.6119766,0.00068,1595894400,1556323200,2.1,2019/4/15,4279234751,1.085071,2.28E+11,2,2000/3/23,1月2日,0.131,1557878400,1.71,16.692307,1,0.0094,39644606,2.881999979,2.42E+11,19.576683,110000000,12777000000
119,CSX,6.257,0.27836,12.193,0.16037452,4.81,809164032,15.359,14186585,0.0175,1546214400,0.78692,3447000064,4.088,0.032832503,5.122078,0.00216,1609372800,1553990400,3.75,2019/4/15,808378777,1.3762,77499408384,2,2011/6/16,1月3日,0.2,1557878400,1.53,16.355509,1,0.0183,11440749,4.087999821,63656931328,19.24413,3309000000,4835000000
120,CTAS,3.99,0.12485,18.739,0.22097409,8.31,104571000,30.3,2814899,0.0269,1527724800,0.68843,835537024,7.581,0.032832503,7.740594,0.15467,1590883200,1551312000,6.42,2019/4/15,84228695,1.183734,27007334400,2,2000/3/8,2月3日,-0.327,1557878400,2.03,28.223824,1,0.0324,2462437,7.581000243,24526082048,30.93787,842586000,1031731000
121,CTL,2.1,-0.34620997,5.317,-0.40952384,1.3,1090310016,12.42,102442690,0.094,1546214400,0.75197,-8013000192,-7.521,0.032832503,0.83172303,0.00777,1609372800,1553990400,8.03,2019/4/15,985109073,0.663344,48602902528,2,1999/4/1,2月3日,,1557878400,0.81,7.946154,1,0.0945,102664537,,11262902272,,-1733000000,3901000000
122,CTSH,2.064,0.12387,10.582,-0.18435758,4.3,569283008,19.571,7591444,0.013300001,1546214400,0.92714995,2022000000,3.492,0.032832503,3.2205815,0.0023,1609372800,1553990400,0.97,2019/4/15,567472620,1.152214,33682583552,2,2014/3/10,1月2日,-0.152,1557878400,2.48,14.658138,1,0.013400001,5228113,3.492000035,35881906176,18.049828,2101000000,2836000000
123,CTVA,,-0.00461,,Infinity,,748814976,,,,1546214400,,-26000000,,0.032832503,,,1609372800,1546214400,,-,,,,2,-,,,,,,1,,,,18952507392,,-26000000,466000000
124,CTXS,4.335,0.18084,16.179,-0.105032206,6.54,131652000,4.207,13409051,0.1019,1546214400,1.0317501,541756032,3.735,0.032832503,22.81436,0.00968,1609372800,1553990400,7.13,2019/4/15,130843490,0.815031,12988120064,2,2017/2/1,1月2日,-0.235,1557878400,1.77,14.675841,1,0.1149,16173814,3.734999781,12635959296,25.697458,575667000,694685000
125,CVS,0.753,-0.00082,11.575,-0.19450259,7.22,1299090048,45.983,19414004,0.0149,1546214400,0.83800006,-174000000,-0.157,0.032832503,1.1967466,0.00236,1609372800,1553990400,1.55,2019/4/15,1297247389,1.094647,1.58E+11,2,2005/6/7,1月2日,0.424,1557878400,1.34,7.621884,1,0.015,15738155,,71488921600,,-594000000,9713000000
126,CVX,1.661,0.08805,7.864,-0.047663808,8.91,1904909952,81.4,19052149,0.01,1546214400,0.67476,13834999808,7.233,0.032832503,1.5023341,0.00045,1609372800,1553990400,1.75,2019/4/15,1904345116,0.750888,2.61E+11,2,2004/9/13,1月2日,-0.272,1557878400,0.6,13.725028,1,0.01,17007784,7.232999464,2.33E+11,16.907232,14824000000,14624000000
127,CXO,6.121,0.18759,9.086,-0.2268765,6.88,199155008,90.676,8573579,0.0427,1546214400,0.96199,745000000,4.054,0.032832503,1.0973135,0.0107,1609372800,1553990400,3.66,2019/4/15,197052160,1.568463,24667338752,2,-,,,1557878400,0.5,14.462209,1,0.065,6652867,4.053999931,19815923712,24.543661,2286000000,2169000000
128,D,7.576,0.09187,17.023,0.1990192,4.42,802364032,33.552,11163974,0.0139,1546214400,0.60186,1264000000,1.832,0.032832503,2.2478542,0.00282,1609372800,1553990400,3.77,2019/4/15,800149812,0.232157,1.04E+11,2,2007/11/20,1月2日,,1557878400,3.83,17.063347,1,0.013999999,9573408,1.832000101,60514295808,41.16812,2447000000,4253000000
129,DAL,1.171,0.091409996,6.841,0.003279328,7.21,654646016,19.784,11958283,0.0183,1546214400,0,4108000000,5.998,0.032832503,2.7663767,0.4963,1609372800,1553990400,2.84,2019/4/15,579845582,1.32626,52609523712,2,-,,0.311,1557878400,0.65,7.590846,1,0.020599999,13891967,5.998000155,35828776960,9.124708,3935000000,5406000000
130,DE,2.282,0.085319996,14.727,-0.050867915,12.59,316996000,37.601,6241606,0.0197,1540684800,0.79801005,3328100096,10.271,0.032832503,3.9842024,0.00234,1603843200,1556409600,3.62,2019/4/15,285013856,1.203949,89004302336,2,2007/12/4,1月2日,-0.061,1557878400,0.68,11.899126,1,0.0195,6168066,10.27099986,47489171456,14.585727,2368400000,4157700000
131,DFS,4.744,0.35904998,,0.03812945,9.56,323728992,32.872,3877381,0.012,1546214400,0,2748000000,8.12,0.032832503,2.3786201,0.1676,1609372800,1553990400,2,2019/4/15,322113475,1.720105,37022175232,2,-,,0.09,1557878400,0.7,8.17887,1,0.0119,4262547,8.119999448,25312370688,9.629311,2742000000,0
132,DG,1.722,0.06159,17.239,0.3881359,7.11,258323008,25.444,5198360,0.0201,1548979200,1.04638,1609633024,6.093,0.032832503,5.3045907,0.00149,1612137600,1556841600,3.39,2019/4/15,244926187,0.710324,44990644224,2,-,,0.055,1557878400,1.61,18.983122,1,0.0201,6819353,6.092999844,34865856512,22.15165,1589472000,2120406000
133,DGX,2.37,0.09591,11.903,-0.1102553,6.8,134375008,39.478,4982584,0.037100002,1546214400,0.91549003,720000000,5.222,0.032832503,2.5246973,0.00352,1609372800,1553990400,3.75,2019/4/15,133774424,0.903948,17866819584,2,2005/6/21,1月2日,-0.073,1557878400,2.79,14.657352,1,0.0418,5027783,5.222000513,13393157120,19.086555,736000000,1225000000
134,DHI,1.216,0.09395,9.653,0.035187244,4.35,373176992,25.086,12720600,0.0341,1538265600,0.85697,1558400000,4.085,0.032832503,1.8133621,0.082399994,1601424000,1553990400,2.76,2019/4/15,338923050,1.235744,20175269888,2,2005/3/17,3月4日,0.001,1557878400,1.49,10.457472,1,0.0364,15923106,4.084999968,16975821824,11.135863,1460300000,2031600000
135,DHR,5.311,0.12044,22.031,0.33204186,5.72,715934016,41.851,5986722,0.0084,1546214400,0.79873,2411599872,3.387,0.032832503,3.2966952,0.11412,1609372800,1553817600,2.29,2019/4/15,635276564,0.845949,1.07E+11,2,2016/7/5,1000/1319,-0.411,1557878400,3.2,24.12063,1,0.0094,4916666,3.386999905,98777415680,40.735165,2650900000,3510800000
136,DIS,5.201,0.22553,18.201,0.3228557,6.44,1799699968,50.499,17887972,0.0099,1538179200,0.54835,13457000448,8.938,0.032832503,2.7143114,0.00195,1601337600,1553904000,1.28,2019/4/15,1799374976,0.702835,3.11E+11,2,2007/6/13,1000/1014,0.856,1557878400,10.45,21.284163,1,0.012,13976790,8.93799916,2.47E+11,15.335647,12598000000,14837000000
137,DISCA,3.513,0.09002,7.574,0.18961906,3.96,157848992,12.193,23479912,0.044699997,1546214400,1.17177,877000000,1.175,0.032832503,2.316903,0.02266,1609372800,1553990400,5.49,2019/4/15,501161936,1.273188,38483292160,2,2014/8/7,1000/1957,,1557878400,0.33,7.133838,1,0.46310002,27719347,1.174999912,19922352128,24.042555,594000000,3154000000
138,DISCK,3.388,0.09002,7.303,0.17057002,3.88,360553984,12.193,4431953,0.0084,1546214400,0.8789,877000000,1.175,0.032832503,2.160256,0.03284,1609372800,1553990400,1.81,2019/4/15,501161936,1.331784,37107826688,2,2014/8/7,1月2日,,1557878400,0.73,6.7886596,1,0.0191,4616126,1.17499991,19928737792,22.417023,594000000,3154000000
139,DISH,2.349,0.1159,11.378,0.1550436,1.93,230732992,19.126,11476015,0.024500001,1546214400,1.02856,1547292032,2.95,0.032832503,1.952839,0.03595,1609372800,1553990400,5.09,2019/4/15,221826996,1.572741,31364374528,2,2000/3/23,1月2日,-0.076,1557878400,-0.53,19.352331,1,0.0661,14175857,2.950000221,17523423232,12.661016,1575091000,2147621000
140,DLR,12.023,0.108339995,21.178,0.06139624,1.53,208283008,41.474,13359584,0.0641,1546214400,1.03146,259500992,1.251,0.032832503,2.8169456,0.00049,1609372800,1553990400,11.49,2019/4/15,208172540,0.592364,37889462272,2,-,,0.096,1557878400,5.65,76.35948,1,0.0889,13531118,1.250999981,25440434176,93.38929,331246000,628093000
141,DLTR,1.473,-0.06428,14.347,0.22263253,6.13,237579008,24.225,6068464,0.0254,1549065600,0.96584,-1483399936,-6.232,0.032832503,4.284004,0.028080001,1612224000,1556928000,3.44,2019/4/15,234058052,0.657888,33991606272,2,2012/6/27,1月2日,0.669,1557878400,2.38,16.929853,1,0.028800001,6767465,,24655949824,,-1590800000,1800500000
142,DOV,2.426,0.07692,13.906,0.21582282,6.25,145328992,19.524,3777492,0.025999999,1546214400,0.90735,587440000,3.641,0.032832503,4.947244,0.02606,1609372800,1553990400,3.43,2019/4/15,143319531,1.743189,17175006208,2,2018/5/9,1000/1238,-0.196,1557878400,1.52,15.454399,1,0.0297,2111975,3.641000172,14037326848,26.528425,570267000,907415000
143,DOW,,0.059,,Infinity,5.35,748771008,,7149559,0.0095,1546214400,0.70017,2932000000,,0.032832503,,0.0017,1609372800,1546214400,1.2,2019/4/15,,,,2,-,,,1557878400,1.59,9.648598,1,0.0095,7772334,,38651559936,,2932000000,5469000000
144,DRE,15.328,0.36036,30.424,0.102312446,0.57,359428000,12.859,4944926,0.0138,1546214400,0.96306,349760000,0.986,0.032832503,2.4379811,0.00195,1609372800,1553990400,3.05,2019/4/15,358691254,0.682453,15113437184,2,1997/8/26,1月2日,-0.389,1557878400,9.22,55,1,0.0189,4969706,0.985999995,11366789120,31.795132,,
145,DRI,1.847,0.080790006,13.323,0.31426716,6.47,122976000,18.831,6944050,0.056500003,1527379200,0.93195,685299968,5.408,0.032832503,6.3183055,0.00189,1590537600,1550966400,5.62,2019/4/15,122747067,0.664938,15543924736,2,2015/11/10,8939/10000,0.027,1557878400,1.6,18.38949,1,0.062800005,6190156,5.407999913,14631685120,22.00074,596000000,789600000
146,DTE,2.758,0.08302,15.354,0.35776138,6.57,183212000,57.556,3104162,0.016900001,1546214400,0.74239,1158000000,6.369,0.032832503,2.2279172,0.00569,1609372800,1553990400,3.6,2019/4/15,181922612,0.307245,38538452992,2,-,,0.111,1557878400,4.76,19.517502,1,0.0217,3170307,6.368999665,23493273600,20.13346,1120000000,1584000000
147,DUK,5.172,0.12202,12.261,0.20687735,5.21,728046976,60.516,10771980,0.0148,1546214400,0.6168,2920999936,4.113,0.032832503,1.4259039,0.00064,1609372800,1553990400,3.64,2019/4/15,727449952,0.133806,1.25E+11,2,2012/7/3,3月1日,0.452,1557878400,3.88,16.56238,1,0.0148,12776191,4.113000016,62823174144,20.97982,2666000000,5362000000
148,DVA,1.972,0.0115,10.844,-0.33864933,5.1,166396992,23.29,5361601,0.0322,1546214400,0.89655,550944000,0.776,0.032832503,2.060541,0.021140002,1609372800,1553990400,3.09,2019/4/15,124367360,1.811868,22283595776,2,2013/9/9,1月2日,-0.165,1557878400,0.6,9.409804,1,0.0423,4957723,0.775999981,7985392128,61.842785,159394000,1490149000
149,DVN,1.589,0.30195,5.221,-0.39224035,2.64,415252992,18.91,12024549,0.029000001,1546214400,0.88382006,533000000,6.153,0.032832503,1.3812798,0.00595,1609372800,1553990400,1.81,2019/4/15,412592544,2.202176,15491487744,2,2004/11/16,1月2日,,1557878400,0.46,9.893939,1,0.0376,14369417,6.152999564,10846408704,4.245084,3064000000,1551000000
